,SYMBOL,Gene,Feature
2978,RP11-989F5.4,ENSG00000279650,ENST00000624414
2979,,,
2980,,,
2981,,,
2982,,,
2983,AMER2,ENSG00000165566,ENST00000357816
2984,AMER2,ENSG00000165566,ENST00000515384
2985,LINC00463,ENSG00000234056,ENST00000413501
2986,,,ENSR00001834865
2987,PDX1,ENSG00000139515,ENST00000381033
2988,PDX1-AS1,ENSG00000247381,ENST00000499662
2989,,,ENSR00001835317
2990,OR7E36P,ENSG00000205240,ENST00000419933
2991,COMMD6,ENSG00000188243,ENST00000406936
2992,COMMD6,ENSG00000188243,ENST00000377612
2993,COMMD6,ENSG00000188243,ENST00000477377
2994,COMMD6,ENSG00000188243,ENST00000460675
2995,COMMD6,ENSG00000188243,ENST00000355801
2996,COMMD6,ENSG00000188243,ENST00000626103
2997,COMMD6,ENSG00000188243,ENST00000377615
2998,COMMD6,ENSG00000188243,ENST00000464050
2999,COMMD6,ENSG00000188243,ENST00000497707
3000,COMMD6,ENSG00000188243,ENST00000486516
3001,COMMD6,ENSG00000188243,ENST00000483290
3002,COMMD6,ENSG00000188243,ENST00000377619
3003,COMMD6,ENSG00000188243,ENST00000471682
3004,,,
3005,TET1P1,ENSG00000232204,ENST00000426627
3006,,,
3007,MCF2L,ENSG00000126217,ENST00000494043
3008,MCF2L,ENSG00000126217,ENST00000423251
3009,MCF2L,ENSG00000126217,ENST00000375597
3010,MCF2L,ENSG00000126217,ENST00000375604
3011,MCF2L,ENSG00000126217,ENST00000469558
3012,MCF2L,ENSG00000126217,ENST00000535094
3013,MCF2L,ENSG00000126217,ENST00000397030
3014,MCF2L,ENSG00000126217,ENST00000421756
3015,MCF2L,ENSG00000126217,ENST00000480321
3016,MCF2L,ENSG00000126217,ENST00000397021
3017,MCF2L,ENSG00000126217,ENST00000473345
3018,MCF2L,ENSG00000126217,ENST00000375608
3019,MCF2L,ENSG00000126217,ENST00000409954
3020,SLC7A7,ENSG00000155465,ENST00000556350
3021,SLC7A7,ENSG00000155465,ENST00000555678
3022,SLC7A7,ENSG00000155465,ENST00000397529
3023,SLC7A7,ENSG00000155465,ENST00000554517
3024,SLC7A7,ENSG00000155465,ENST00000285850
3025,SLC7A7,ENSG00000155465,ENST00000556287
3026,SLC7A7,ENSG00000155465,ENST00000397528
3027,SLC7A7,ENSG00000155465,ENST00000555702
3028,SLC7A7,ENSG00000155465,ENST00000554061
3029,SLC7A7,ENSG00000155465,ENST00000397532
3030,,,ENSR00001845874
3031,LRRC16B,ENSG00000186648,ENST00000559694
3032,LRRC16B,ENSG00000186648,ENST00000561354
3033,LRRC16B,ENSG00000186648,ENST00000560349
3034,LRRC16B,ENSG00000186648,ENST00000342740
3035,NFKBIA,ENSG00000100906,ENST00000555371
3036,NFKBIA,ENSG00000100906,ENST00000557459
3037,NFKBIA,ENSG00000100906,ENST00000216797
3038,NFKBIA,ENSG00000100906,ENST00000555629
3039,NFKBIA,ENSG00000100906,ENST00000557100
3040,NFKBIA,ENSG00000100906,ENST00000553342
3041,NFKBIA,ENSG00000100906,ENST00000554001
3042,NFKBIA,ENSG00000100906,ENST00000556664
3043,NFKBIA,ENSG00000100906,ENST00000557389
3044,NFKBIA,ENSG00000100906,ENST00000557140
3045,,,ENSR00001847475
3046,LINC00639,ENSG00000259070,ENST00000557019
3047,LINC00639,ENSG00000259070,ENST00000553932
3048,LINC00639,ENSG00000259070,ENST00000554732
3049,LINC00639,ENSG00000259070,ENST00000556116
3050,SEC23A,ENSG00000100934,ENST00000554615
3051,SEC23A,ENSG00000100934,ENST00000537403
3052,SEC23A,ENSG00000100934,ENST00000307712
3053,SEC23A,ENSG00000100934,ENST00000545328
3054,SEC23A,ENSG00000100934,ENST00000555363
3055,RNU6-419P,ENSG00000252839,ENST00000517030
3056,PAPLN,ENSG00000100767,ENST00000555123
3057,PAPLN,ENSG00000100767,ENST00000555035
3058,PAPLN,ENSG00000100767,ENST00000216658
3059,PAPLN,ENSG00000100767,ENST00000555445
3060,RP4-647C14.2,ENSG00000258376,ENST00000554614
3061,PAPLN,ENSG00000100767,ENST00000340738
3062,PAPLN,ENSG00000100767,ENST00000554301
3063,RP11-187O7.3,ENSG00000259124,ENST00000554926
3064,,,
3065,C14orf159,ENSG00000133943,ENST00000519994
3066,C14orf159,ENSG00000133943,ENST00000522170
3067,C14orf159,ENSG00000133943,ENST00000518871
3068,C14orf159,ENSG00000133943,ENST00000523894
3069,C14orf159,ENSG00000133943,ENST00000428926
3070,C14orf159,ENSG00000133943,ENST00000521334
3071,C14orf159,ENSG00000133943,ENST00000521077
3072,C14orf159,ENSG00000133943,ENST00000518649
3073,C14orf159,ENSG00000133943,ENST00000519019
3074,C14orf159,ENSG00000133943,ENST00000517518
3075,C14orf159,ENSG00000133943,ENST00000412671
3076,C14orf159,ENSG00000133943,ENST00000523816
3077,C14orf159,ENSG00000133943,ENST00000517877
3078,C14orf159,ENSG00000133943,ENST00000517306
3079,C14orf159,ENSG00000133943,ENST00000520328
3080,C14orf159,ENSG00000133943,ENST00000298858
3081,C14orf159,ENSG00000133943,ENST00000517362
3082,C14orf159,ENSG00000133943,ENST00000525393
3083,C14orf159,ENSG00000133943,ENST00000518868
3084,C14orf159,ENSG00000133943,ENST00000523461
3085,C14orf159,ENSG00000133943,ENST00000521064
3086,C14orf159,ENSG00000133943,ENST00000522837
3087,C14orf159,ENSG00000133943,ENST00000519950
3088,C14orf159,ENSG00000133943,ENST00000523771
3089,C14orf159,ENSG00000133943,ENST00000256324
3090,C14orf159,ENSG00000133943,ENST00000524232
3091,C14orf159,ENSG00000133943,ENST00000522322
3092,C14orf159,ENSG00000133943,ENST00000518665
3093,C14orf159,ENSG00000133943,ENST00000523837
3094,C14orf159,ENSG00000133943,ENST00000523879
3095,C14orf159,ENSG00000133943,ENST00000412671
3096,C14orf159,ENSG00000133943,ENST00000523816
3097,C14orf159,ENSG00000133943,ENST00000520328
3098,C14orf159,ENSG00000133943,ENST00000517306
3099,C14orf159,ENSG00000133943,ENST00000519994
3100,C14orf159,ENSG00000133943,ENST00000428926
3101,C14orf159,ENSG00000133943,ENST00000521077
3102,C14orf159,ENSG00000133943,ENST00000517518
3103,C14orf159,ENSG00000133943,ENST00000256324
3104,C14orf159,ENSG00000133943,ENST00000523771
3105,C14orf159,ENSG00000133943,ENST00000522322
3106,C14orf159,ENSG00000133943,ENST00000557303
3107,C14orf159,ENSG00000133943,ENST00000523837
3108,C14orf159,ENSG00000133943,ENST00000525393
3109,C14orf159,ENSG00000133943,ENST00000518868
3110,C14orf159,ENSG00000133943,ENST00000523461
3111,PRIMA1,ENSG00000175785,ENST00000316227
3112,PRIMA1,ENSG00000175785,ENST00000477603
3113,PRIMA1,ENSG00000175785,ENST00000393143
3114,PRIMA1,ENSG00000175785,ENST00000393140
3115,,,
3116,,,
3117,DDX24,ENSG00000089737,ENST00000544005
3118,DDX24,ENSG00000089737,ENST00000330836
3119,DDX24,ENSG00000089737,ENST00000555762
3120,DDX24,ENSG00000089737,ENST00000621632
3121,DDX24,ENSG00000089737,ENST00000555054
3122,DDX24,ENSG00000089737,ENST00000622786
3123,SERPINA9,ENSG00000170054,ENST00000380365
3124,SERPINA9,ENSG00000170054,ENST00000448305
3125,SERPINA9,ENSG00000170054,ENST00000538527
3126,SERPINA9,ENSG00000170054,ENST00000546329
3127,SERPINA9,ENSG00000170054,ENST00000337425
3128,SERPINA9,ENSG00000170054,ENST00000424550
3129,SERPINA9,ENSG00000170054,ENST00000539349
3130,SERPINA9,ENSG00000170054,ENST00000298845
3131,,,
3132,,,
3133,MIR541,ENSG00000216179,ENST00000401360
3134,MIR409,ENSG00000199107,ENST00000362237
3135,MIR496,ENSG00000207961,ENST00000385226
3136,MIR412,ENSG00000199012,ENST00000362142
3137,MIR154,ENSG00000207978,ENST00000385243
3138,MIR410,ENSG00000199092,ENST00000362222
3139,MIR369,ENSG00000199025,ENST00000362155
3140,MIR377,ENSG00000199015,ENST00000362145
3141,MIR656,ENSG00000207959,ENST00000385224
3142,IGHG1,ENSG00000211896,ENST00000619212
3143,IGHG1,ENSG00000211896,ENST00000615822
3144,IGHG1,ENSG00000211896,ENST00000618756
3145,IGHG1,ENSG00000211896,ENST00000390548
3146,IGHG1,ENSG00000211896,ENST00000612473
3147,IGHG1,ENSG00000211896,ENST00000613152
3148,IGHG1,ENSG00000211896,ENST00000390549
3149,AL122127.3,ENSG00000278556,ENST00000618900
3150,IGHG1,ENSG00000211896,ENST00000618145
3151,IGHG1,ENSG00000211896,ENST00000390542
3152,RP11-492D6.3,ENSG00000258628,ENST00000557586
3153,HERC2P3,ENSG00000180229,ENST00000428453
3154,HERC2P3,ENSG00000180229,ENST00000426501
3155,HERC2P3,ENSG00000180229,ENST00000437318
3156,RP11-467L19.14,ENSG00000279628,ENST00000624672
3157,NBEAP1,ENSG00000258590,ENST00000554452
3158,NBEAP1,ENSG00000258590,ENST00000556948
3159,RP11-467L19.14,ENSG00000279628,ENST00000624067
3160,NBEAP1,ENSG00000258590,ENST00000554452
3161,CTD-2651B20.5,ENSG00000235390,ENST00000560007
3162,TMOD2,ENSG00000128872,ENST00000539962
3163,TMOD2,ENSG00000128872,ENST00000435126
3164,TMOD2,ENSG00000128872,ENST00000249700
3165,TMOD2,ENSG00000128872,ENST00000560576
3166,ALDH1A2,ENSG00000128918,ENST00000537372
3167,ALDH1A2,ENSG00000128918,ENST00000559517
3168,ALDH1A2,ENSG00000128918,ENST00000249750
3169,ALDH1A2,ENSG00000128918,ENST00000560312
3170,ALDH1A2,ENSG00000128918,ENST00000347587
3171,ALDH1A2,ENSG00000128918,ENST00000558384
3172,ALDH1A2,ENSG00000128918,ENST00000558231
3173,ALDH1A2,ENSG00000128918,ENST00000430119
3174,RORA,ENSG00000069667,ENST00000309157
3175,RORA,ENSG00000069667,ENST00000560004
3176,RORA,ENSG00000069667,ENST00000261523
3177,RORA-AS1,ENSG00000245534,ENST00000559824
3178,RORA,ENSG00000069667,ENST00000559343
3179,RORA,ENSG00000069667,ENST00000335670
3180,CYCSP38,ENSG00000259513,ENST00000559840
3181,RORA,ENSG00000069667,ENST00000558234
3182,RORA-AS1,ENSG00000245534,ENST00000558235
3183,RORA,ENSG00000069667,ENST00000557822
3184,RORA,ENSG00000069667,ENST00000551975
3185,RORA,ENSG00000069667,ENST00000449337
3186,,,ENSR00001863431
3187,RP11-507B12.2,ENSG00000259616,ENST00000559783
3188,,,ENSR00001865328
3189,,,
3190,,,ENSR00001865406
3191,,,
3192,,,
3193,MAN2C1,ENSG00000140400,ENST00000569176
3194,NEIL1,ENSG00000140398,ENST00000564738
3195,NEIL1,ENSG00000140398,ENST00000567657
3196,MAN2C1,ENSG00000140400,ENST00000567360
3197,MAN2C1,ENSG00000140400,ENST00000563528
3198,NEIL1,ENSG00000140398,ENST00000567005
3199,NEIL1,ENSG00000140398,ENST00000567547
3200,MAN2C1,ENSG00000140400,ENST00000563441
3201,MAN2C1,ENSG00000280564,ENST00000563660
3202,NEIL1,ENSG00000140398,ENST00000569758
3203,NEIL1,ENSG00000140398,ENST00000569035
3204,NEIL1,ENSG00000140398,ENST00000567393
3205,NEIL1,ENSG00000140398,ENST00000565051
3206,NEIL1,ENSG00000140398,ENST00000564784
3207,MAN2C1,ENSG00000140400,ENST00000565683
3208,MAN2C1,ENSG00000140400,ENST00000569482
3209,MAN2C1,ENSG00000140400,ENST00000561693
3210,MAN2C1,ENSG00000140400,ENST00000564929
3211,MAN2C1,ENSG00000140400,ENST00000566634
3212,MAN2C1,ENSG00000140400,ENST00000566013
3213,MAN2C1,ENSG00000140400,ENST00000566569
3214,MIR631,ENSG00000207636,ENST00000384904
3215,MAN2C1,ENSG00000140400,ENST00000562228
3216,NEIL1,ENSG00000140398,ENST00000561643
3217,MAN2C1,ENSG00000140400,ENST00000565953
3218,MAN2C1,ENSG00000140400,ENST00000562067
3219,MAN2C1,ENSG00000140400,ENST00000564785
3220,NEIL1,ENSG00000140398,ENST00000565121
3221,MAN2C1,ENSG00000140400,ENST00000564570
3222,MAN2C1,ENSG00000140400,ENST00000567163
3223,NEIL1,ENSG00000140398,ENST00000568519
3224,MAN2C1,ENSG00000140400,ENST00000563368
3225,MAN2C1,ENSG00000140400,ENST00000563596
3226,MAN2C1,ENSG00000140400,ENST00000563794
3227,MAN2C1,ENSG00000140400,ENST00000566099
3228,MAN2C1,ENSG00000140400,ENST00000267978
3229,NEIL1,ENSG00000140398,ENST00000567959
3230,NEIL1,ENSG00000140398,ENST00000355059
3231,MAN2C1,ENSG00000140400,ENST00000562461
3232,MAN2C1,ENSG00000140400,ENST00000618257
3233,MAN2C1,ENSG00000140400,ENST00000563622
3234,CTD-2026K11.1,ENSG00000260892,ENST00000569467
3235,CSPG4,ENSG00000173546,ENST00000308508
3236,CTD-2026K11.6,ENSG00000203392,ENST00000435356
3237,,,ENSR00001866355
3238,RP11-307C19.1,ENSG00000259362,ENST00000561283
3239,,,ENSR00001866665
3240,MORF4L1,ENSG00000185787,ENST00000559345
3241,MORF4L1,ENSG00000185787,ENST00000558830
3242,MORF4L1,ENSG00000185787,ENST00000558746
3243,MORF4L1,ENSG00000185787,ENST00000558539
3244,MORF4L1,ENSG00000185787,ENST00000560422
3245,MORF4L1,ENSG00000185787,ENST00000559258
3246,MORF4L1,ENSG00000185787,ENST00000559930
3247,MORF4L1,ENSG00000185787,ENST00000559158
3248,MORF4L1,ENSG00000185787,ENST00000558923
3249,MORF4L1,ENSG00000185787,ENST00000559619
3250,MORF4L1,ENSG00000185787,ENST00000331268
3251,MORF4L1,ENSG00000185787,ENST00000426013
3252,MORF4L1,ENSG00000185787,ENST00000558893
3253,MORF4L1,ENSG00000185787,ENST00000557961
3254,MORF4L1,ENSG00000185787,ENST00000559697
3255,MORF4L1,ENSG00000185787,ENST00000558522
3256,MORF4L1,ENSG00000185787,ENST00000558502
3257,MORF4L1,ENSG00000185787,ENST00000559244
3258,MORF4L1,ENSG00000185787,ENST00000559690
3259,MORF4L1,ENSG00000185787,ENST00000561171
3260,MORF4L1,ENSG00000185787,ENST00000559751
3261,MORF4L1,ENSG00000185787,ENST00000379535
3262,IL16,ENSG00000172349,ENST00000560989
3263,ADAMTS7P1,ENSG00000274376,ENST00000613213
3264,RP11-382A20.2,ENSG00000260579,ENST00000565513
3265,TM6SF1,ENSG00000136404,ENST00000258909
3266,TM6SF1,ENSG00000136404,ENST00000565774
3267,TM6SF1,ENSG00000136404,ENST00000565982
3268,TM6SF1,ENSG00000136404,ENST00000564988
3269,TM6SF1,ENSG00000136404,ENST00000379390
3270,HDGFRP3,ENSG00000166503,ENST00000568294
3271,TM6SF1,ENSG00000136404,ENST00000322019
3272,TM6SF1,ENSG00000136404,ENST00000379384
3273,,,ENSR00001867741
3274,,,
3275,FANCI,ENSG00000140525,ENST00000310775
3276,FANCI,ENSG00000140525,ENST00000565522
3277,FANCI,ENSG00000140525,ENST00000567996
3278,FANCI,ENSG00000140525,ENST00000561894
3279,FANCI,ENSG00000140525,ENST00000447611
3280,FANCI,ENSG00000140525,ENST00000567891
3281,FANCI,ENSG00000140525,ENST00000570225
3282,FANCI,ENSG00000140525,ENST00000300027
3283,FANCI,ENSG00000140525,ENST00000564920
3284,FANCI,ENSG00000140525,ENST00000564636
3285,FANCI,ENSG00000140525,ENST00000570110
3286,FANCI,ENSG00000140525,ENST00000568670
3287,FANCI,ENSG00000140525,ENST00000563250
3288,FANCI,ENSG00000140525,ENST00000565255
3289,CRTC3-AS1,ENSG00000259736,ENST00000559531
3290,VPS33B,ENSG00000184056,ENST00000574755
3291,VPS33B,ENSG00000184056,ENST00000556096
3292,VPS33B,ENSG00000184056,ENST00000333371
3293,VPS33B,ENSG00000184056,ENST00000535906
3294,VPS33B,ENSG00000184056,ENST00000557358
3295,VPS33B,ENSG00000184056,ENST00000554264
3296,ST8SIA2,ENSG00000140557,ENST00000539113
3297,ST8SIA2,ENSG00000140557,ENST00000555434
3298,ST8SIA2,ENSG00000140557,ENST00000268164
3299,snoU109,ENSG00000239197,ENST00000458953
3300,SNRPA1,ENSG00000131876,ENST00000560433
3301,VIMP,ENSG00000131871,ENST00000526043
3302,SNRPA1,ENSG00000131876,ENST00000560307
3303,VIMP,ENSG00000131871,ENST00000529968
3304,SNRPA1,ENSG00000131876,ENST00000560383
3305,VIMP,ENSG00000131871,ENST00000534014
3306,SNRPA1,ENSG00000131876,ENST00000559309
3307,SNRPA1,ENSG00000131876,ENST00000558036
3308,SNRPA1,ENSG00000131876,ENST00000559686
3309,SNRPA1,ENSG00000131876,ENST00000540017
3310,VIMP,ENSG00000131871,ENST00000531964
3311,VIMP,ENSG00000131871,ENST00000526049
3312,VIMP,ENSG00000131871,ENST00000398226
3313,SNRPA1,ENSG00000131876,ENST00000254193
3314,SNRPA1,ENSG00000131876,ENST00000394082
3315,VIMP,ENSG00000131871,ENST00000528346
3316,VIMP,ENSG00000131871,ENST00000527833
3317,SNRPA1,ENSG00000131876,ENST00000560496
3318,ABCA3,ENSG00000167972,ENST00000563623
3319,ABCA3,ENSG00000167972,ENST00000569062
3320,ABCA3,ENSG00000167972,ENST00000382381
3321,ABCA3,ENSG00000167972,ENST00000301732
3322,ABCA3,ENSG00000167972,ENST00000566200
3323,DNAH3,ENSG00000158486,ENST00000261383
3324,DNAH3,ENSG00000158486,ENST00000572640
3325,CLN3,ENSG00000188603,ENST00000357857
3326,CLN3,ENSG00000188603,ENST00000568452
3327,CLN3,ENSG00000188603,ENST00000355477
3328,CLN3,ENSG00000188603,ENST00000566040
3329,CLN3,ENSG00000188603,ENST00000566816
3330,CLN3,ENSG00000188603,ENST00000565688
3331,CLN3,ENSG00000261832,ENST00000623866
3332,CLN3,ENSG00000188603,ENST00000565047
3333,CLN3,ENSG00000188603,ENST00000568497
3334,APOBR,ENSG00000184730,ENST00000431282
3335,CLN3,ENSG00000188603,ENST00000568443
3336,CLN3,ENSG00000188603,ENST00000359984
3337,CLN3,ENSG00000188603,ENST00000565778
3338,CLN3,ENSG00000188603,ENST00000565236
3339,CLN3,ENSG00000188603,ENST00000568558
3340,CLN3,ENSG00000188603,ENST00000561689
3341,CLN3,ENSG00000188603,ENST00000333496
3342,CLN3,ENSG00000188603,ENST00000567495
3343,CLN3,ENSG00000188603,ENST00000568076
3344,IL27,ENSG00000197272,ENST00000356897
3345,CLN3,ENSG00000188603,ENST00000631023
3346,CLN3,ENSG00000188603,ENST00000360019
3347,CLN3,ENSG00000188603,ENST00000565316
3348,CLN3,ENSG00000188603,ENST00000561505
3349,CLN3,ENSG00000261832,ENST00000568224
3350,CLN3,ENSG00000188603,ENST00000567804
3351,CLN3,ENSG00000188603,ENST00000566472
3352,CLN3,ENSG00000188603,ENST00000357806
3353,CLN3,ENSG00000188603,ENST00000628023
3354,CLN3,ENSG00000188603,ENST00000567963
3355,CLN3,ENSG00000188603,ENST00000563874
3356,CLN3,ENSG00000188603,ENST00000395653
3357,CLN3,ENSG00000188603,ENST00000568422
3358,CLN3,ENSG00000188603,ENST00000569030
3359,CLN3,ENSG00000188603,ENST00000566057
3360,CLN3,ENSG00000188603,ENST00000566824
3361,CLN3,ENSG00000188603,ENST00000568472
3362,CLN3,ENSG00000188603,ENST00000569430
3363,CLN3,ENSG00000188603,ENST00000565140
3364,CLN3,ENSG00000188603,ENST00000564574
3365,CLN3,ENSG00000188603,ENST00000567160
3366,CLN3,ENSG00000188603,ENST00000566083
3367,APOBR,ENSG00000184730,ENST00000564831
3368,,,ENSR00001875520
3369,,,
3370,,,MA0477.1
3371,,,
3372,RNA5SP416,ENSG00000252647,ENST00000516838
3373,RNA5SP417,ENSG00000252268,ENST00000516459
3374,FLJ26245,ENSG00000261122,ENST00000566900
3375,FLJ26245,ENSG00000261122,ENST00000565625
3376,FLJ26245,ENSG00000261122,ENST00000562769
3377,RNA5SP414,ENSG00000274228,ENST00000516580
3378,RNA5SP413,ENSG00000252182,ENST00000516373
3379,RNA5SP411,ENSG00000276599,ENST00000516136
3380,RNA5SP412,ENSG00000277004,ENST00000516234
3381,RNA5SP410,ENSG00000252094,ENST00000516285
3382,RNA5SP415,ENSG00000253055,ENST00000517246
3383,,,
3384,CES1,ENSG00000198848,ENST00000563005
3385,CES1,ENSG00000198848,ENST00000565403
3386,CES1,ENSG00000198848,ENST00000361503
3387,CES1,ENSG00000198848,ENST00000360526
3388,CES1,ENSG00000198848,ENST00000422046
3389,CES1,ENSG00000198848,ENST00000566555
3390,RP11-461O7.1,ENSG00000246379,ENST00000501259
3391,SLC12A3,ENSG00000070915,ENST00000438926
3392,SLC12A3,ENSG00000070915,ENST00000262502
3393,SLC12A3,ENSG00000070915,ENST00000566786
3394,SLC12A3,ENSG00000070915,ENST00000563236
3395,RP11-407G23.2,ENSG00000279019,ENST00000623921
3396,CPNE2,ENSG00000140848,ENST00000535318
3397,CPNE2,ENSG00000140848,ENST00000566042
3398,CPNE2,ENSG00000140848,ENST00000566910
3399,CPNE2,ENSG00000140848,ENST00000565766
3400,CPNE2,ENSG00000140848,ENST00000290776
3401,CPNE2,ENSG00000140848,ENST00000565951
3402,CPNE2,ENSG00000140848,ENST00000565874
3403,,,ENSR00001878072
3404,CDH1,ENSG00000039068,ENST00000422392
3405,CDH1,ENSG00000039068,ENST00000566612
3406,CDH1,ENSG00000039068,ENST00000611625
3407,CDH1,ENSG00000039068,ENST00000621016
3408,CDH1,ENSG00000039068,ENST00000564676
3409,CDH1,ENSG00000039068,ENST00000261769
3410,CDH1,ENSG00000039068,ENST00000612417
3411,CDH1,ENSG00000039068,ENST00000562836
3412,CDH1,ENSG00000039068,ENST00000566510
3413,CDH1,ENSG00000039068,ENST00000564745
3414,,,ENSR00001879522
3415,RP11-525K10.1,ENSG00000260706,ENST00000567851
3416,RP11-525K10.1,ENSG00000260706,ENST00000563397
3417,BCO1,ENSG00000135697,ENST00000563804
3418,BCO1,ENSG00000135697,ENST00000258168
3419,BCO1,ENSG00000135697,ENST00000564552
3420,DEF8,ENSG00000140995,ENST00000570182
3421,DEF8,ENSG00000140995,ENST00000561784
3422,DEF8,ENSG00000140995,ENST00000569453
3423,DEF8,ENSG00000140995,ENST00000562986
3424,DEF8,ENSG00000140995,ENST00000268676
3425,DEF8,ENSG00000140995,ENST00000567874
3426,DEF8,ENSG00000140995,ENST00000418391
3427,DEF8,ENSG00000140995,ENST00000567999
3428,DEF8,ENSG00000140995,ENST00000568096
3429,DEF8,ENSG00000140995,ENST00000566820
3430,DEF8,ENSG00000140995,ENST00000617948
3431,DEF8,ENSG00000140995,ENST00000566079
3432,DEF8,ENSG00000140995,ENST00000610455
3433,DEF8,ENSG00000140995,ENST00000563594
3434,DEF8,ENSG00000140995,ENST00000569061
3435,DEF8,ENSG00000140995,ENST00000567884
3436,DEF8,ENSG00000140995,ENST00000564836
3437,DEF8,ENSG00000140995,ENST00000561741
3438,DEF8,ENSG00000140995,ENST00000567243
3439,DEF8,ENSG00000140995,ENST00000568760
3440,DEF8,ENSG00000140995,ENST00000562044
3441,DEF8,ENSG00000140995,ENST00000561959
3442,DEF8,ENSG00000140995,ENST00000563795
3443,DEF8,ENSG00000140995,ENST00000562578
3444,DEF8,ENSG00000140995,ENST00000569803
3445,DEF8,ENSG00000140995,ENST00000563848
3446,,,ENSR00001883427
3447,AC016292.3,ENSG00000108958,ENST00000451056
3448,RPA1,ENSG00000132383,ENST00000254719
3449,RPA1,ENSG00000132383,ENST00000571058
3450,RPA1,ENSG00000132383,ENST00000571725
3451,RPA1,ENSG00000132383,ENST00000570451
3452,ITGAE,ENSG00000083457,ENST00000571185
3453,ITGAE,ENSG00000083457,ENST00000574026
3454,ITGAE,ENSG00000083457,ENST00000570415
3455,ITGAE,ENSG00000083457,ENST00000263087
3456,CTD-3195I5.4,ENSG00000262358,ENST00000575043
3457,,,ENSR00001884252
3458,,,ENSR00001636239
3459,ASGR2,ENSG00000161944,ENST00000446679
3460,ASGR2,ENSG00000161944,ENST00000254850
3461,ASGR2,ENSG00000161944,ENST00000450034
3462,ASGR2,ENSG00000161944,ENST00000576487
3463,ASGR2,ENSG00000161944,ENST00000574868
3464,ASGR2,ENSG00000161944,ENST00000355035
3465,,,ENSR00001884927
3466,GABARAP,ENSG00000170296,ENST00000571253
3467,PHF23,ENSG00000040633,ENST00000574899
3468,GABARAP,ENSG00000170296,ENST00000302386
3469,CTD-2545G14.7,ENSG00000262526,ENST00000570760
3470,CTDNEP1,ENSG00000175826,ENST00000570828
3471,PHF23,ENSG00000040633,ENST00000574236
3472,PHF23,ENSG00000040633,ENST00000574407
3473,PHF23,ENSG00000040633,ENST00000576955
3474,PHF23,ENSG00000040633,ENST00000574323
3475,PHF23,ENSG00000040633,ENST00000454255
3476,CTDNEP1,ENSG00000175826,ENST00000318988
3477,CTDNEP1,ENSG00000175826,ENST00000573600
3478,CTDNEP1,ENSG00000175826,ENST00000576613
3479,CTDNEP1,ENSG00000175826,ENST00000570484
3480,CTDNEP1,ENSG00000175826,ENST00000574205
3481,CTD-2545G14.6,ENSG00000279641,ENST00000624722
3482,PHF23,ENSG00000040633,ENST00000573826
3483,GABARAP,ENSG00000170296,ENST00000577035
3484,CTDNEP1,ENSG00000175826,ENST00000572043
3485,GABARAP,ENSG00000170296,ENST00000573928
3486,PHF23,ENSG00000040633,ENST00000571362
3487,PHF23,ENSG00000040633,ENST00000570753
3488,PHF23,ENSG00000040633,ENST00000613632
3489,PHF23,ENSG00000040633,ENST00000320316
3490,GABARAP,ENSG00000170296,ENST00000571129
